34, Private, 120461, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
47, Federal-gov, 102771, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
27, Private, 147951, HS-grad, 9, Never-married, Machine-op-inspct, Other-relative, White, Male, 0, 0, 1, United-States, <=50K
23, Private, 188409, 11th, 7, Married-civ-spouse, Transport-moving, Husband, White, Male, 4508, 0, 25, United-States, <=50K
44, Private, 173888, 7th-8th, 4, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 80, United-States, >50K
25, Private, 247006, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, <=50K
23, Private, 82889, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 16, United-States, <=50K
52, Private, 259363, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, >50K
62, Federal-gov, 159165, HS-grad, 9, Widowed, Exec-managerial, Not-in-family, White, Female, 0, 0, 36, United-States, <=50K
31, Private, 112062, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
19, Private, 299050, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, <=50K
22, ?, 186452, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 36, United-States, <=50K
53, Private, 548580, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Guatemala, <=50K
25, Private, 234057, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
45, Private, 241350, HS-grad, 9, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
69, Private, 108196, 9th, 5, Never-married, Craft-repair, Other-relative, White, Male, 2993, 0, 40, United-States, <=50K
49, Private, 278322, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
42, Private, 157443, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female, 0, 0, 27, Taiwan, >50K
44, Self-emp-not-inc, 37618, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, >50K
56, Local-gov, 238582, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 41, United-States, >50K
37, State-gov, 28887, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, >50K
37, Private, 77820, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
22, Private, 110946, Some-college, 10, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
34, Local-gov, 230420, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
36, Private, 206521, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
54, ?, 156877, HS-grad, 9, Divorced, ?, Not-in-family, White, Male, 0, 0, 20, United-States, <=50K
28, Local-gov, 283227, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 65, United-States, <=50K
28, Private, 141957, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, <=50K
36, Private, 58337, 10th, 6, Never-married, Sales, Unmarried, White, Female, 0, 0, 35, ?, <=50K
73, Local-gov, 161027, 5th-6th, 3, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 20, United-States, <=50K
37, Self-emp-not-inc, 31670, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 60, United-States, <=50K
24, Private, 205844, Bachelors, 13, Never-married, Exec-managerial, Own-child, Black, Female, 0, 0, 65, United-States, <=50K
30, State-gov, 46144, HS-grad, 9, Married-AF-spouse, Adm-clerical, Own-child, White, Female, 0, 0, 38, United-States, <=50K
38, Private, 168055, Assoc-voc, 11, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
50, Private, 98350, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, >50K
69, ?, 182668, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 45, United-States, >50K
43, Private, 208613, Prof-school, 15, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male, 99999, 0, 40, United-States, >50K
42, Private, 334522, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, 0, 0, 40, United-States, <=50K
54, State-gov, 187686, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 38, United-States, <=50K
27, State-gov, 365916, Assoc-acdm, 12, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 58, United-States, <=50K
39, Private, 190719, Some-college, 10, Divorced, Sales, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
27, Private, 218184, Some-college, 10, Never-married, Adm-clerical, Not-in-family, Black, Female, 0, 0, 40, Jamaica, <=50K
30, Private, 222162, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 66, United-States, <=50K
30, Private, 148524, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 2057, 40, United-States, <=50K
37, Private, 267085, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
50, Federal-gov, 307555, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 60, United-States, >50K
36, Private, 229180, Some-college, 10, Divorced, Craft-repair, Unmarried, White, Female, 0, 0, 40, Cuba, <=50K
22, Private, 279041, Some-college, 10, Never-married, Handlers-cleaners, Own-child, Black, Male, 0, 0, 10, United-States, <=50K
21, Private, 312017, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
33, Private, 54782, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 1579, 42, United-States, <=50K
76, Private, 70697, 7th-8th, 4, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K
22, ?, 263970, Some-college, 10, Never-married, ?, Not-in-family, White, Female, 0, 0, 28, United-States, <=50K
37, Private, 188774, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
34, Private, 302770, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, <=50K
29, Private, 183639, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 97, United-States, <=50K
29, Private, 178551, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
28, Private, 175343, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
73, Self-emp-not-inc, 190078, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 35, United-States, <=50K
43, Private, 117627, Some-college, 10, Divorced, Exec-managerial, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
39, Private, 108419, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
74, Private, 183701, 10th, 6, Widowed, Other-service, Not-in-family, Black, Female, 0, 0, 6, United-States, <=50K
27, State-gov, 208406, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
47, Private, 148884, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States, <=50K
90, Private, 87285, HS-grad, 9, Never-married, Other-service, Own-child, White, Female, 0, 0, 24, United-States, <=50K
47, Private, 199058, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, >50K
42, Private, 173628, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
69, Private, 370837, Bachelors, 13, Divorced, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
18, ?, 179484, 12th, 8, Never-married, ?, Own-child, Other, Male, 0, 0, 40, United-States, <=50K
23, Private, 342769, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K
44, Local-gov, 65145, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 30, United-States, <=50K
41, Private, 150533, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 2829, 0, 40, United-States, <=50K
47, Local-gov, 272182, Some-college, 10, Never-married, Adm-clerical, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
43, Private, 403467, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 7688, 0, 40, United-States, >50K
33, Private, 252168, Some-college, 10, Never-married, Other-service, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
48, Private, 80430, 11th, 7, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
39, Private, 189623, Bachelors, 13, Divorced, Sales, Unmarried, White, Male, 0, 0, 60, United-States, <=50K
43, Private, 115806, Masters, 14, Divorced, Exec-managerial, Unmarried, White, Female, 0, 2547, 40, United-States, >50K
18, ?, 28357, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 20, United-States, <=50K
52, Private, 226084, HS-grad, 9, Widowed, Priv-house-serv, Other-relative, White, Female, 0, 0, 40, United-States, <=50K
18, Private, 150817, HS-grad, 9, Never-married, Sales, Own-child, White, Female, 0, 0, 20, United-States, <=50K
27, Self-emp-inc, 190911, HS-grad, 9, Never-married, Sales, Own-child, White, Male, 0, 0, 45, United-States, <=50K
27, Self-emp-inc, 120126, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1887, 45, United-States, >50K
45, Local-gov, 255559, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
79, ?, 142370, Prof-school, 15, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 10, United-States, <=50K
24, Private, 173679, Assoc-voc, 11, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 20, United-States, <=50K
25, Private, 35854, Some-college, 10, Married-spouse-absent, Sales, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
42, Self-emp-not-inc, 82161, 10th, 6, Widowed, Transport-moving, Unmarried, White, Male, 0, 0, 35, United-States, <=50K
63, Self-emp-not-inc, 129845, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
40, Private, 226505, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 46, United-States, >50K
47, Private, 151584, Prof-school, 15, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7688, 0, 60, United-States, >50K
42, Private, 136419, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, >50K
42, Private, 66460, Some-college, 10, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 45, United-States, <=50K
63, Local-gov, 379940, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
37, Local-gov, 102936, Bachelors, 13, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 55, United-States, <=50K
65, Private, 205309, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 20, United-States, <=50K
30, ?, 156890, 10th, 6, Divorced, ?, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
62, Private, 208711, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 7688, 0, 50, United-States, >50K
46, Private, 137547, HS-grad, 9, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K
23, Private, 220168, HS-grad, 9, Never-married, Sales, Other-relative, Black, Female, 0, 0, 25, Jamaica, <=50K
47, Local-gov, 37672, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 45, United-States, <=50K
20, Private, 196643, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 20, United-States, <=50K
21, ?, 355686, HS-grad, 9, Never-married, ?, Own-child, White, Female, 0, 0, 10, United-States, <=50K
28, Private, 197484, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K
61, Local-gov, 115023, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
30, State-gov, 234824, HS-grad, 9, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 72, United-States, <=50K
30, State-gov, 361497, Bachelors, 13, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 72, United-States, >50K
29, Private, 351871, Bachelors, 13, Never-married, Sales, Not-in-family, White, Male, 0, 0, 50, United-States, >50K
39, Private, 324231, HS-grad, 9, Widowed, Machine-op-inspct, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
23, Private, 123490, 11th, 7, Divorced, Other-service, Unmarried, White, Female, 0, 0, 35, United-States, <=50K
32, Private, 188245, 11th, 7, Never-married, Priv-house-serv, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
63, Private, 50349, HS-grad, 9, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 34, United-States, <=50K
19, Self-emp-not-inc, 47176, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Female, 0, 0, 15, United-States, <=50K
57, State-gov, 290661, Doctorate, 16, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 60, United-States, >50K
41, Private, 221172, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
23, Private, 188950, Assoc-voc, 11, Never-married, Sales, Own-child, White, Male, 0, 0, 40, United-States, <=50K
30, Private, 356882, Doctorate, 16, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 20, United-States, <=50K
43, Self-emp-inc, 150533, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, <=50K
64, Self-emp-not-inc, 167149, 7th-8th, 4, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 25, United-States, <=50K
56, Private, 301835, 5th-6th, 3, Separated, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
32, Private, 313729, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
55, Private, 130957, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K
17, Private, 197732, 11th, 7, Never-married, Other-service, Own-child, White, Female, 0, 0, 12, United-States, <=50K
17, Private, 250541, 10th, 6, Never-married, Other-service, Own-child, Black, Male, 0, 0, 20, United-States, <=50K
29, Private, 218785, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 65, United-States, <=50K
23, ?, 232512, HS-grad, 9, Separated, ?, Own-child, White, Female, 0, 0, 40, United-States, <=50K
37, Private, 194630, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
39, Private, 38721, HS-grad, 9, Divorced, Priv-house-serv, Unmarried, White, Female, 0, 0, 22, United-States, <=50K
36, Private, 201519, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States, >50K
50, Private, 279337, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 55, United-States, >50K
41, ?, 27187, Assoc-voc, 11, Married-civ-spouse, ?, Husband, White, Male, 0, 2415, 12, United-States, >50K
31, Private, 87560, Some-college, 10, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
71, ?, 100820, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 2489, 15, United-States, <=50K
56, Private, 208431, Some-college, 10, Widowed, Exec-managerial, Not-in-family, Black, Female, 0, 0, 32, United-States, <=50K
51, Private, 143822, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 7298, 0, 40, United-States, >50K
20, Private, 163205, Some-college, 10, Separated, Other-service, Own-child, White, Female, 0, 0, 30, United-States, <=50K
53, Private, 171924, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Male, 14344, 0, 55, United-States, >50K
33, State-gov, 137616, Masters, 14, Never-married, Prof-specialty, Not-in-family, Black, Female, 0, 0, 35, United-States, <=50K
27, Private, 156516, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, Black, Female, 0, 2377, 20, United-States, <=50K
40, Private, 119101, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 5178, 0, 40, United-States, >50K
45, Private, 117556, Some-college, 10, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 32, United-States, <=50K
54, Private, 147863, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, 5013, 0, 40, Vietnam, <=50K
33, Self-emp-not-inc, 24504, HS-grad, 9, Separated, Craft-repair, Other-relative, White, Male, 0, 0, 50, United-States, <=50K
27, ?, 157624, HS-grad, 9, Separated, ?, Other-relative, White, Female, 0, 0, 40, United-States, <=50K
36, Private, 181721, 10th, 6, Never-married, Farming-fishing, Own-child, Black, Male, 0, 0, 60, United-States, <=50K
42, Local-gov, 55363, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States, >50K
33, Private, 92865, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
19, Private, 258633, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 25, ?, <=50K
52, Federal-gov, 221532, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
41, Local-gov, 183224, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female, 0, 0, 40, Taiwan, >50K
30, Private, 381153, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
22, Private, 300871, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K
47, Private, 33710, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 3103, 0, 60, United-States, >50K
26, Private, 158333, 5th-6th, 3, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 40, Columbia, <=50K
36, Private, 288103, 11th, 7, Separated, Machine-op-inspct, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
35, Private, 108907, HS-grad, 9, Separated, Machine-op-inspct, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
46, Private, 358533, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, Black, Male, 0, 0, 40, United-States, >50K
24, Private, 126613, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 8, United-States, <=50K
30, Private, 164190, Assoc-voc, 11, Married-civ-spouse, Prof-specialty, Husband, White, Male, 5178, 0, 52, United-States, >50K
38, Private, 199816, HS-grad, 9, Divorced, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K
50, Private, 98228, HS-grad, 9, Divorced, Sales, Unmarried, White, Female, 0, 0, 45, United-States, <=50K
41, Local-gov, 129060, Some-college, 10, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
38, Private, 22245, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K
36, Private, 226918, Bachelors, 13, Never-married, Sales, Not-in-family, Black, Male, 0, 0, 48, United-States, <=50K
47, Private, 398652, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K
59, Private, 268840, Some-college, 10, Married-civ-spouse, Adm-clerical, Other-relative, White, Female, 0, 0, 16, United-States, >50K
35, ?, 103710, Bachelors, 13, Divorced, ?, Unmarried, White, Female, 0, 0, 16, ?, <=50K
59, Private, 91384, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, >50K
52, Private, 174767, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
37, Self-emp-inc, 126675, Assoc-voc, 11, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, >50K
52, Private, 82285, Bachelors, 13, Married-spouse-absent, Other-service, Other-relative, Black, Female, 0, 0, 40, Haiti, <=50K
51, Private, 177727, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, >50K
67, Self-emp-not-inc, 345236, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, <=50K
58, ?, 347692, 11th, 7, Divorced, ?, Not-in-family, Black, Male, 0, 0, 15, United-States, <=50K
68, Private, 156000, 10th, 6, Widowed, Other-service, Unmarried, Black, Female, 0, 0, 20, United-States, <=50K
71, Private, 228806, 9th, 5, Divorced, Priv-house-serv, Not-in-family, Black, Female, 0, 0, 6, United-States, <=50K
49, Local-gov, 184428, Masters, 14, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
35, Local-gov, 102938, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
18, Private, 161063, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K
29, Private, 253752, 10th, 6, Married-civ-spouse, Farming-fishing, Wife, White, Female, 0, 0, 40, United-States, <=50K
47, Self-emp-not-inc, 274800, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, <=50K
31, Private, 129804, 9th, 5, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 40, Puerto-Rico, <=50K
22, Federal-gov, 65547, Some-college, 10, Never-married, Exec-managerial, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
20, Private, 107658, Some-college, 10, Never-married, Tech-support, Not-in-family, White, Female, 0, 0, 10, United-States, <=50K
57, Private, 161097, HS-grad, 9, Divorced, Sales, Not-in-family, White, Female, 0, 0, 26, United-States, <=50K
18, Private, 118376, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 15, United-States, <=50K
32, Private, 131224, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
39, Private, 120985, HS-grad, 9, Divorced, Other-service, Own-child, White, Male, 0, 0, 40, United-States, <=50K
37, Private, 215392, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
51, Private, 63685, HS-grad, 9, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, 0, 0, 50, Cambodia, <=50K
48, Private, 131826, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K
39, Private, 211440, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 55, United-States, >50K
35, Private, 31023, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, <=50K
40, Private, 145439, 5th-6th, 3, Married-civ-spouse, Other-service, Husband, Other, Male, 4064, 0, 40, Mexico, <=50K
19, Private, 255161, HS-grad, 9, Never-married, Sales, Own-child, White, Male, 0, 0, 25, United-States, <=50K
28, Private, 411950, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
23, Private, 275818, Some-college, 10, Never-married, Sales, Not-in-family, White, Female, 0, 1974, 40, United-States, <=50K
18, Private, 318082, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 35, United-States, <=50K
23, Local-gov, 287988, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
47, Local-gov, 138342, 11th, 7, Married-civ-spouse, Transport-moving, Husband, White, Male, 3411, 0, 40, El-Salvador, <=50K
42, Federal-gov, 115932, Bachelors, 13, Divorced, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K
25, Private, 60358, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 40, United-States, <=50K
17, Private, 140117, 10th, 6, Never-married, Sales, Own-child, White, Female, 0, 0, 12, United-States, <=50K
34, Private, 158040, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K
30, Self-emp-inc, 321990, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 60, ?, >50K
29, Private, 232784, Assoc-acdm, 12, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 40, United-States, <=50K
22, Private, 349368, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, <=50K
46, Federal-gov, 325573, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
69, Private, 140176, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 24, United-States, <=50K
50, Private, 128478, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, >50K
19, ?, 318264, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 30, United-States, <=50K
59, Private, 147989, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, ?, <=50K
45, Federal-gov, 155659, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
41, State-gov, 288433, Masters, 14, Never-married, Adm-clerical, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
47, Federal-gov, 329205, Bachelors, 13, Divorced, Prof-specialty, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
64, Private, 171373, 11th, 7, Widowed, Farming-fishing, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
29, Private, 228860, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 35, United-States, <=50K
29, Private, 196116, Prof-school, 15, Divorced, Prof-specialty, Own-child, White, Female, 2174, 0, 72, United-States, <=50K
17, Private, 47771, 11th, 7, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 20, United-States, <=50K
24, Private, 201680, HS-grad, 9, Never-married, Adm-clerical, Unmarried, White, Male, 0, 0, 60, United-States, <=50K
28, Private, 337378, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
35, Private, 246449, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Male, 3325, 0, 50, United-States, <=50K
48, Private, 227714, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, <=50K
36, Private, 177285, Assoc-voc, 11, Never-married, Prof-specialty, Unmarried, Black, Female, 0, 0, 38, United-States, <=50K
38, Private, 71701, Assoc-voc, 11, Never-married, Craft-repair, Not-in-family, White, Female, 0, 0, 40, Portugal, <=50K
49, Private, 30219, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 1669, 40, United-States, <=50K
42, Private, 280167, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
36, Self-emp-inc, 27408, Assoc-voc, 11, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, <=50K
25, Private, 167031, 10th, 6, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, Columbia, <=50K
